创建月份,开发人,SKU,创建时间,产品名称,采购价(CNY),是否组合主SKU,本地产品状态,开品状态,是否定制,是否多件/套装,主方向,产品族,主题,商品标准化类型,价值主导类型,标准化判定依据,标准化判定置信度,是否需要人工复核,风险标记,第一层判断,判断说明,产品族首次出现月份（开发人）,产品族最近出现月份（开发人）,产品族出现月份数（开发人）,产品族出现月份列表（开发人）,本月产品族状态
2026-03,蒋舒,2255515,2026-03-10 03:07:17,【4pcs】推夹器塑盒补充夹50枚+彩色补充夹50枚+黑色推夹器+奶白色推夹器,5.8,否,在售,1,否,是,待人工方向复核,推夹器塑盒补充夹50枚+彩色补充夹50枚+黑色推,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,蒋舒,2255516,2026-03-10 03:07:17,【2pcs】【定制】挂牌-20*20cm-粉色热气球款,8.0,否,在售,1,是,是,派对贺卡与礼品,挂牌,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-05,2026-06,9,2025-05、2025-11、2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,蒋舒,2255517,2026-03-10 03:07:17,【定制】挂牌-20*20cm-三色热气球款,4.5,否,在售,1,是,否,派对贺卡与礼品,挂牌,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-05,2026-06,9,2025-05、2025-11、2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,蒋舒,2255518,2026-03-10 03:07:17,【定制】挂牌-20*20cm-两鸟款,4.5,否,在售,1,是,否,图像主题载体与装饰周边,挂牌,鸟类/知更鸟,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-05,2026-06,9,2025-05、2025-11、2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,蒋舒,2255520,2026-03-10 03:07:17,【定制】-帆布袋-黑色-热转印-黑色卡皮款,7.0,否,在售,1,是,否,定制平面载体与轻装饰,帆布袋,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-05,2026-06,7,2025-05、2025-12、2026-01、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,蒋舒,2255521,2026-03-10 03:07:17,【定制】木质挂牌-20*20cm-木制知更鸟款,7.0,否,在售,1,是,否,定制平面载体与轻装饰,木质挂牌,鸟类/知更鸟,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2026-03,2026-06,3,2026-03、2026-05、2026-06,新增品线
2026-03,蒋舒,2255522,2026-03-10 03:07:17,【定制】挂牌-20*20cm-凤凰款,4.5,否,在售,1,是,否,图像主题载体与装饰周边,挂牌,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-05,2026-06,9,2025-05、2025-11、2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,蒋舒,2255523,2026-03-10 03:07:17,【20pcs】仿真睡莲(28cm/20cm/15cm/13cm/10cm*4)-对折打包,12.5,否,在售,1,否,是,待人工方向复核,仿真睡莲,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,蒋舒,2255524,2026-03-10 03:07:17,【4pcs】欧洲鲤鱼钓鱼报警摇摆信号器【红+蓝+绿+黄】-带电！,18.0,否,在售,1,否,是,汽车骑行户外与功能配件,欧洲鲤鱼钓鱼报警摇摆信号器,海洋水生,标品,功能主导,标题包含功能/适配特征词“钓”,高,否,带电履约复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2026-03,2026-03,1,2026-03,新增品线
2026-03,蒋舒,2255525,2026-03-10 03:07:17,饵笼套装打窝器-套装30g+40g+50g+60g+模具,14.8,否,在售,1,否,是,待人工方向复核,饵笼套装打窝器,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,宋凤莉,2560946,2026-03-10 07:17:24,原木新款饺子器（底座+圆球）-【原木色一个装】,4.0,否,在售,1,否,否,待人工方向复核,原木新款饺子器,通用/无明显主题,待复核,待判断,标题和产品族暂不足以判断功能主导还是视觉/创意主导,低,是,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,宋凤莉,2560947,2026-03-10 07:17:24,【12pcs】粉色卡皮邀请卡,5.0,否,在售,1,否,是,派对贺卡与礼品,邀请卡,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“邀请卡”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-06,3,2025-09、2026-03、2026-06,跨月延续
2026-03,宋凤莉,2560948,2026-03-10 07:17:24,卡皮生日贺卡套装,3.49,是,在售,1,否,是,派对贺卡与礼品,贺卡,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“贺卡”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-06,10,2025-09、2025-10、2025-11、2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,宋凤莉,2560949,2026-03-10 07:17:24,卡皮贺卡,1.99,否,在售,1,否,否,派对贺卡与礼品,贺卡,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“贺卡”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-06,10,2025-09、2025-10、2025-11、2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,宋凤莉,2560950,2026-03-10 07:17:24,卡皮钥匙扣-【X-1009-3】,1.5,否,在售,1,否,否,图像主题载体与装饰周边,钥匙扣,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“钥匙扣”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2026-06,12,2025-07、2025-08、2025-09、2025-10、2025-11、2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,宋凤莉,2560951,2026-03-10 07:17:24,卡皮贺卡钥匙扣套装-【卡皮巴拉圆牌钥匙扣套装】,6.0,否,在售,1,否,是,派对贺卡与礼品,钥匙扣,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“贺卡”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-07,2026-06,12,2025-07、2025-08、2025-09、2025-10、2025-11、2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,宋凤莉,2560952,2026-03-10 07:17:24,【16pcs】迷你复古相框-【金色+白色+银色+电镀 椭圆+方形+爱心+方形细边相框（4种颜色各4款）】-仓库帮忙打包,6.58,否,在售,1,否,是,创意非标与收藏杂项,迷你复古相框,通用/无明显主题,非标,图像审美主导,标题包含明确视觉/主题词“复古”且未发现更强功能证据,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,宋凤莉,2560953,2026-03-10 07:17:24,【定制】20oz汽车杯套件【高地牛】【双面】【满口留底 带刷子吸管套装】,17.5,否,在售,1,是,是,汽车骑行户外与功能配件,汽车杯套件,高地牛,非标,定制主导,标题明确包含“定制”,高,否,规格适配复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2026-03,2026-04,2,2026-03、2026-04,新增品线
2026-03,宋凤莉,2560954,2026-03-10 07:17:24,【定制】20oz汽车杯套件【高地牛喝饮料】【双面】【满口留底 带刷子吸管套装】,17.5,否,在售,1,是,是,汽车骑行户外与功能配件,汽车杯套件,高地牛,非标,定制主导,标题明确包含“定制”,高,否,规格适配复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2026-03,2026-04,2,2026-03、2026-04,新增品线
2026-03,宋凤莉,2560955,2026-03-10 07:17:24,【定制】首饰盒【浴缸高地牛】,8.0,否,在售,1,是,否,服饰饰品与随身配件,首饰盒,高地牛,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-01,2026-03,3,2026-01、2026-02、2026-03,跨月延续
2026-03,宋凤莉,2560956,2026-03-10 07:17:24,【2sets】粉色蝴蝶结小熊纸拉花-【一条（5个蝴蝶结+5个熊）*2】,6.0,否,在售,1,否,是,创意非标与收藏杂项,粉色蝴蝶结小熊纸拉花,花卉蝴蝶,非标,图像审美主导,标题包含非标特征词“拉花”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,宋凤莉,2560957,2026-03-10 07:17:24,【30pcs】小熊婴儿预测卡 【备注：30张装一包】,12.0,否,在售,1,否,是,母婴儿童功能用品,小熊婴儿预测卡,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,宋凤莉,2560958,2026-03-10 07:17:24,【12sheets】趣味贺卡带信封-【12张贺卡＋12个信封】,7.5,否,在售,1,否,否,派对贺卡与礼品,贺卡,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“贺卡”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-06,10,2025-09、2025-10、2025-11、2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,宋凤莉,2560959,2026-03-10 07:17:24,蝴蝶结笔袋-【粉底蝴蝶结】,3.5,否,在售,1,否,否,DIY手工与文具材料,蝴蝶结笔袋,花卉蝴蝶,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2026-03,2026-03,1,2026-03,新增品线
2026-03,宋凤莉,2560960,2026-03-10 07:17:24,【18pcs】棕色西部牛仔装饰-【BA505】,8.0,否,在售,1,否,是,创意非标与收藏杂项,棕色西部牛仔装饰,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“装饰”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,宋凤莉,2560961,2026-03-10 07:17:24,【38pcs】复古牛仔派对装饰套装-【3条横幅（粉色字母）+20个牛仔吊旋挂饰】【备注：这两个套装组一包，高度控制在2.5cm内】,20.5,否,在售,1,否,是,派对贺卡与礼品,挂饰,通用/无明显主题,非标,图像审美主导,标题包含非标特征词“挂饰”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-07,2026-05,9,2025-07、2025-08、2025-09、2025-10、2025-11、2025-12、2026-03、2026-04、2026-05,跨月延续
2026-03,宋凤莉,2560962,2026-03-10 07:17:24,【2pcs】牛仔女郎束口袋30*25cm-【WF079-1+WF079-2】【备注给供应商：10个一包】-仓库帮忙组装,3.8,否,在售,1,否,是,定制平面载体与轻装饰,束口袋,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-12,2026-06,6,2025-12、2026-01、2026-02、2026-03、2026-04、2026-06,跨月延续
2026-03,宋凤莉,2560963,2026-03-10 07:17:24,【定制】马克杯【插花蝴蝶结】【粉色握把-粉色杯口-白色杯身】【双面】备注：设计稿底色要纯白，印刷底色和杯子颜色一样，图案粉色与杯身粉色相近,7.7,否,在售,1,是,否,图像主题载体与装饰周边,马克杯,花卉蝴蝶,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-12,2026-05,4,2025-12、2026-01、2026-03、2026-05,跨月延续
2026-03,宋凤莉,2560964,2026-03-10 07:17:24,【定制】马克杯【文字蝴蝶结】【粉色握把-粉色杯口-白色杯身】【双面】备注：设计稿底色要纯白，印刷底色和杯子颜色一样，图案粉色与杯身粉色相近,7.7,否,在售,1,是,否,图像主题载体与装饰周边,马克杯,花卉蝴蝶,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-12,2026-05,4,2025-12、2026-01、2026-03、2026-05,跨月延续
2026-03,宋凤莉,2560965,2026-03-10 07:17:24,【4pcs】粉色蝴蝶结木质杯垫-【SCN306-四个（10*10）】,6.0,否,在售,1,否,是,厨房日用与收纳,杯垫,花卉蝴蝶,非标,图像审美主导,图像载体产品包含视觉主题词“蝴蝶”,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2026-06,7,2025-07、2025-09、2025-12、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,宋凤莉,2560966,2026-03-10 07:17:24,【4pcs】水果蝴蝶结杯垫-【SCN304-四个（10*10）】,6.0,否,在售,1,否,是,厨房日用与收纳,杯垫,花卉蝴蝶,非标,图像审美主导,图像载体产品包含视觉主题词“蝴蝶”,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-07,2026-06,7,2025-07、2025-09、2025-12、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,陈杨,2551116,2026-03-10 08:35:34,【106pcs】积木二战人偶套装【EZ106二战套装8】,21.0,否,在售,1,否,是,玩具解压与3D打印,积木,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“人偶”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-06,8,2025-09、2025-10、2025-11、2025-12、2026-01、2026-03、2026-05、2026-06,跨月延续
2026-03,陈杨,2551117,2026-03-10 08:35:34,【定制】铁皮画【bathroom shit】,3.6,否,在售,1,是,否,定制平面载体与轻装饰,铁皮画,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-12,2026-06,6,2025-12、2026-01、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,陈杨,2551118,2026-03-10 08:35:34,发光竹蜻蜓弹射玩具【(袋装)黄色+4不发光飞盘+1发光飞盘1陀螺】,4.2,否,在售,1,否,否,玩具解压与3D打印,发光竹蜻蜓弹射玩具,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“玩具”,高,否,带电履约复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2026-03,2026-03,1,2026-03,新增品线
2026-03,陈杨,2551119,2026-03-10 08:35:34,发光竹蜻蜓弹射玩具【(袋装)粉色+4不发光飞盘+1发光飞盘1陀螺】,4.2,否,在售,1,否,否,玩具解压与3D打印,发光竹蜻蜓弹射玩具,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“玩具”,高,否,带电履约复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2026-03,2026-03,1,2026-03,新增品线
2026-03,陈杨,2551120,2026-03-10 08:35:34,高地牛木质摆件,20.0,否,在售,1,否,否,定制平面载体与轻装饰,木质摆件,高地牛,非标,图像审美主导,标题包含非标特征词“摆件”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2026-01,2026-06,3,2026-01、2026-03、2026-06,跨月延续
2026-03,陈杨,2551121,2026-03-10 08:35:34,蝴蝶结牙刷置物架【粉】,7.5,否,在售,1,否,否,厨房日用与收纳,蝴蝶结牙刷置物架,花卉蝴蝶,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,陈杨,2551122,2026-03-10 08:35:34,【定制】亚克力挂牌-【赫兰蒂斯牛】,5.0,否,在售,1,是,否,定制平面载体与轻装饰,亚克力挂牌,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-12,2026-06,7,2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,陈杨,2551123,2026-03-10 08:35:34,【定制】-帆布袋-漂白【流浪动物园】,9.0,否,在售,1,是,否,定制平面载体与轻装饰,帆布袋,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2026-06,8,2025-11、2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,陈杨,2551124,2026-03-10 08:35:34,【定制】铁皮画【像乌鸦一样30*20】,3.6,否,在售,1,是,否,定制平面载体与轻装饰,铁皮画,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-12,2026-06,6,2025-12、2026-01、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,陈杨,2551125,2026-03-10 08:35:34,【定制】化妆包-白包【box法队】,3.5,否,在售,1,是,否,定制平面载体与轻装饰,化妆包,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-11,2026-06,7,2025-11、2025-12、2026-01、2026-02、2026-03、2026-05、2026-06,跨月延续
2026-03,陈杨,2551126,2026-03-10 08:35:34,【定制】马克杯-双彩黑杯【f1赛道赛程款】,7.7,否,在售,1,是,否,图像主题载体与装饰周边,马克杯,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-12,2026-03,3,2025-12、2026-01、2026-03,跨月延续
2026-03,陈杨,2551127,2026-03-10 08:35:34,【定制】亚克力挂牌-观望高地牛,5.0,否,在售,1,是,否,定制平面载体与轻装饰,亚克力挂牌,高地牛,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-12,2026-06,7,2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,陈杨,2551128,2026-03-10 08:35:34,【定制】亚克力挂牌-【花窗高地牛】,5.0,否,在售,1,是,否,定制平面载体与轻装饰,亚克力挂牌,高地牛、花卉蝴蝶,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-12,2026-06,7,2025-12、2026-01、2026-02、2026-03、2026-04、2026-05、2026-06,跨月延续
2026-03,陈杨,2551129,2026-03-10 08:35:34,【定制】束口袋-【游泳圈卡皮】,5.5,否,在售,1,是,否,定制平面载体与轻装饰,束口袋,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-12,2026-06,6,2025-12、2026-01、2026-02、2026-03、2026-04、2026-06,跨月延续
2026-03,陈杨,2551130,2026-03-10 08:35:34,【定制】束口袋-【沙滩西瓜卡皮】,5.5,否,在售,1,是,否,定制平面载体与轻装饰,束口袋,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-12,2026-06,6,2025-12、2026-01、2026-02、2026-03、2026-04、2026-06,跨月延续
2026-03,陈杨,2551131,2026-03-10 08:35:34,【定制】亚克力吊坠挂牌-【太阳螺旋】,5.0,否,在售,1,是,否,定制平面载体与轻装饰,亚克力吊坠挂牌,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2026-03,2026-06,4,2026-03、2026-04、2026-05、2026-06,新增品线
2026-03,陈杨,2551132,2026-03-10 08:35:34,【2pcs】立方海岛贝壳捏捏5.5cm【蓝色*2】,19.5,否,在售,1,否,是,玩具手办与解压收藏,立方海岛贝壳捏捏5.5cm,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“捏捏”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,陈杨,2551133,2026-03-10 08:35:34,3D打印人偶（【独家专利】- 灰黑蜘蛛侠（脚底带磁铁）*1）-带磁,14.0,否,在售,1,否,否,玩具解压与3D打印,3D打印人偶,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“人偶”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-08,2026-05,4,2025-08、2026-01、2026-03、2026-05,跨月延续
2026-03,陈杨,2551134,2026-03-10 08:35:34,卡皮巴拉磁吸玩具【卡皮善逸】,30.0,否,在售,1,否,否,玩具解压与3D打印,卡皮巴拉磁吸玩具,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“玩具”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-03,2,2025-09、2026-03,跨月延续
2026-03,陈杨,2551135,2026-03-10 08:35:34,卡皮巴拉磁吸玩具【飞升机甲】,89.0,否,在售,1,否,否,玩具解压与3D打印,卡皮巴拉磁吸玩具,通用/无明显主题,非标,娱乐情绪主导,标题包含非标特征词“玩具”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-09,2026-03,2,2025-09、2026-03,跨月延续
2026-03,陈杨,2551136,2026-03-10 08:35:34,【21pcs】粉色蜘蛛生日主题套装【15pcs拉旗*1+6pcs吊旋*1】,6.3,否,在售,1,否,是,派对贺卡与礼品,粉色蜘蛛生日主题套装,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2026-03,2026-03,1,2026-03,新增品线
2026-03,陈杨,2551137,2026-03-10 08:35:34,【定制】16寸背包【rblx游戏主题】,17.0,否,在售,1,是,否,玩具手办与解压收藏,背包,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2025-09,2026-05,3,2025-09、2026-03、2026-05,跨月延续
2026-03,陈杨,2551138,2026-03-10 08:35:34,【定制】束口袋【rblx游戏主题】,5.5,否,在售,1,是,否,定制平面载体与轻装饰,束口袋,通用/无明显主题,非标,定制主导,标题明确包含“定制”,高,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-12,2026-06,6,2025-12、2026-01、2026-02、2026-03、2026-04、2026-06,跨月延续
2026-03,陈杨,2551139,2026-03-10 08:35:34,【3pcs】按键机械键盘【带灯】【四键-白壳(浅黄/浅紫/浅粉/浅绿)*1+四键-白壳(浅绿/浅黄/浅粉/蓝）*1+四键-白壳(浅灰+裸粉+米白+奶咖）*1】-带电,16.5,否,在售,1,否,是,电子与功能设备,按键机械键盘,通用/无明显主题,标品,功能主导,主方向以功能、适配、收纳或工具属性为主,中,否,带电履约复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2026-01,2026-03,2,2026-01、2026-03,跨月延续
2026-03,陈杨,2551140,2026-03-10 08:35:34,【定制】20oz汽车杯-old fuckers【杯子+三件套+盖子】,16.0,否,在售,1,是,否,汽车骑行户外与功能配件,汽车杯,幽默成人,非标,定制主导,标题明确包含“定制”,高,否,成人文案/平台内容复核、规格适配复核,可做但需复核,商品形态可以测试，但带电、液体、成人文案或兼容性会增加履约与平台风险。,2026-01,2026-05,4,2026-01、2026-03、2026-04、2026-05,跨月延续
2026-03,蒋舒,2650043,2026-03-10 09:47:19,【2PCS】蝴蝶结头纱带珍珠+蕾丝花边款手套,13.3,否,在售,1,否,是,创意非标与收藏杂项,蝴蝶结头纱带珍珠+蕾丝花边款手套,花卉蝴蝶,非标,图像审美主导,标题包含明确视觉/主题词“蝴蝶”且未发现更强功能证据,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,蒋舒,2650044,2026-03-10 09:47:19,【50PCS】剪贴薄纸-浅桃疏影,4.2,否,在售,1,否,是,阅读文具与办公用品,剪贴薄纸,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,蒋舒,2650045,2026-03-10 09:47:19,【50PCS】剪贴薄纸-墨色织绣,4.2,否,在售,1,否,是,阅读文具与办公用品,剪贴薄纸,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,蒋舒,2650046,2026-03-10 09:47:19,【50PCS】剪贴薄纸-暖白花叶,4.2,否,在售,1,否,是,阅读文具与办公用品,剪贴薄纸,花卉蝴蝶,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,普通测试方向,没有明显硬风险，但需要结合第二层上架率和第三层利润再决定是否扩大。,2026-03,2026-03,1,2026-03,新增品线
2026-03,蒋舒,2650047,2026-03-10 09:47:19,【500PCS】复古剪贴纸,13.99,否,在售,1,否,是,DIY手工与文具材料,贴纸,通用/无明显主题,非标,图像审美主导,主方向以图像、装饰、礼品、文创或审美价值为主,中,否,无明显硬风险,符合团队主方向,轻小、可定制、可做套装或主题差异化，符合当前团队能力。,2025-04,2026-05,11,2025-04、2025-06、2025-07、2025-08、2025-09、2025-11、2026-01、2026-02、2026-03、2026-04、2026-05,跨月延续
